STUDENT,GROUP,TIME,SUTURES,INVESTIGATOR,VIDEO,OSATS_RESPECT,OSATS_MOTION,OSATS_INSTRUMENT,OSATS_SUTURE,OSATS_FLOW,OSATS_KNOWLEDGE,OSATS_PERFORMANCE,OSATS_FINAL_QUALITY,GLOBA_RATING_SCORE
PJZ223,HMD-BASED,POST,5.5,C,N93T,3,4,4,4,4,4,4,4,31
PLQ102,TUTOR-LED,PRE,3.5,A,V11M,3,2,3,3,2,3,3,4,23
PLQ102,TUTOR-LED,PRE,3.5,B,V11M,5,3,4,4,4,5,4,5,34
PLQ102,TUTOR-LED,PRE,3.5,C,V11M,3,1,1,2,2,2,2,2,15
PLQ102,TUTOR-LED,POST,4.5,A,M11V,4,2,4,4,3,4,3,5,29
PLQ102,TUTOR-LED,POST,4.5,B,M11V,4,3,4,4,3,4,3,4,29
PLQ102,TUTOR-LED,POST,4.5,C,M11V,3,3,2,3,3,3,3,4,24
PMA805,TUTOR-LED,PRE,0.5,A,P11H,1,1,1,1,1,1,1,1,8
PMA805,TUTOR-LED,PRE,0.5,B,P11H,3,1,2,1,1,1,2,1,12
PMA805,TUTOR-LED,PRE,0.5,C,P11H,3,1,1,1,1,1,1,1,10
PMA805,TUTOR-LED,POST,3.5,A,H11P,5,4,4,4,5,5,4,4,35
PMA805,TUTOR-LED,POST,3.5,B,H11P,3,3,4,4,4,5,4,4,31
PMA805,TUTOR-LED,POST,3.5,C,H11P,4,4,5,4,3,4,4,4,32
PMZ575,TUTOR-LED,PRE,2.5,A,D17H,2,2,2,2,2,2,2,2,16
PMZ575,TUTOR-LED,PRE,2.5,B,D17H,2,2,4,2,2,3,3,2,20
PMZ575,TUTOR-LED,PRE,2.5,C,D17H,2,1,1,1,1,1,1,1,9
PMZ575,TUTOR-LED,POST,5.5,A,H71D,4,2,4,4,4,4,4,4,30
PMZ575,TUTOR-LED,POST,5.5,B,H71D,5,5,5,4,4,5,5,5,38
PMZ575,TUTOR-LED,POST,5.5,C,H71D,5,4,5,5,5,5,5,5,39
PZB309,HMD-BASED,PRE,3.5,A,X38A,4,2,3,3,3,3,3,3,24
PZB309,HMD-BASED,PRE,3.5,B,X38A,3,2,3,2,2,3,3,3,21
PZB309,HMD-BASED,PRE,3.5,C,X38A,2,2,2,2,2,3,2,2,17
PZB309,HMD-BASED,POST,4,A,A83X,5,3,4,2,4,5,4,4,31
PZB309,HMD-BASED,POST,4,B,A83X,4,2,4,4,2,4,4,4,28
PZB309,HMD-BASED,POST,4,C,A83X,3,2,3,2,3,3,3,2,21
PZD548,E-LEARNING,PRE,0.5,A,Z62S,1,1,1,1,1,1,1,1,8
PZD548,E-LEARNING,PRE,0.5,B,Z62S,3,2,2,2,2,2,1,1,15
PZD548,E-LEARNING,PRE,0.5,C,Z62S,1,1,1,1,1,1,1,1,8
PZD548,E-LEARNING,POST,3.5,A,S26Z,3,2,3,3,2,3,2,3,21
PZD548,E-LEARNING,POST,3.5,B,S26Z,4,4,4,4,3,4,4,5,32
PZD548,E-LEARNING,POST,3.5,C,S26Z,4,4,3,4,3,4,3,4,29
QCJ568,E-LEARNING,PRE,1.5,A,O38N,1,1,1,1,1,1,1,1,8
QCJ568,E-LEARNING,PRE,1.5,B,O38N,3,2,1,2,1,2,2,1,14
QCJ568,E-LEARNING,PRE,1.5,C,O38N,2,1,1,1,1,1,1,1,9
QCJ568,E-LEARNING,POST,5,A,N83O,4,3,4,4,3,4,4,3,29
QCJ568,E-LEARNING,POST,5,B,N83O,3,3,3,3,3,3,2,2,22
QCJ568,E-LEARNING,POST,5,C,N83O,2,2,2,2,2,3,2,2,17
QDC645,HMD-BASED,PRE,2.5,A,X99A,2,1,1,1,1,2,1,2,11
QDC645,HMD-BASED,PRE,2.5,B,X99A,2,3,3,2,2,4,3,2,21
QDC645,HMD-BASED,PRE,2.5,C,X99A,2,1,1,1,1,1,1,1,9
QDC645,HMD-BASED,POST,6,A,A99X,4,4,4,4,4,5,4,3,32
QDC645,HMD-BASED,POST,6,B,A99X,5,4,5,5,5,5,5,4,38
QDC645,HMD-BASED,POST,6,C,A99X,4,4,3,3,3,4,4,4,29
QHS558,TUTOR-LED,PRE,2.5,A,V19Q,2,2,3,3,2,3,3,2,20
QHS558,TUTOR-LED,PRE,2.5,B,V19Q,1,3,3,3,3,3,2,2,20
QHS558,TUTOR-LED,PRE,2.5,C,V19Q,1,2,2,1,2,2,1,1,12
QHS558,TUTOR-LED,POST,5,A,Q91V,4,4,4,3,4,5,4,4,32
QHS558,TUTOR-LED,POST,5,B,Q91V,3,3,4,3,3,4,3,3,26
QHS558,TUTOR-LED,POST,5,C,Q91V,3,3,3,3,3,3,3,3,24
QNU652,HMD-BASED,PRE,4.5,A,X49O,4,3,3,4,4,4,3,3,28
QNU652,HMD-BASED,PRE,4.5,B,X49O,4,4,4,4,4,5,4,5,34
QNU652,HMD-BASED,PRE,4.5,C,X49O,3,2,4,4,4,3,3,3,26
QNU652,HMD-BASED,POST,6.5,A,O94X,4,3,4,4,4,4,4,4,31
QNU652,HMD-BASED,POST,6.5,B,O94X,3,4,4,4,5,5,4,5,34
QNU652,HMD-BASED,POST,6.5,C,O94X,3,3,3,3,3,3,4,3,25
RAH848,E-LEARNING,PRE,0.5,A,I77J,1,1,1,1,1,1,1,1,8
RAH848,E-LEARNING,PRE,0.5,B,I77J,2,1,2,1,1,1,1,1,10
RAH848,E-LEARNING,PRE,0.5,C,I77J,1,1,1,1,1,1,1,1,8
RAH848,E-LEARNING,POST,3.5,A,J77I,4,3,4,3,4,4,4,4,30
RAH848,E-LEARNING,POST,3.5,B,J77I,3,3,3,3,3,4,3,3,25
RAH848,E-LEARNING,POST,3.5,C,J77I,3,2,2,2,2,2,2,2,17
RDJ419,HMD-BASED,PRE,0.5,A,P55V,1,1,1,1,1,1,1,1,8
RDJ419,HMD-BASED,PRE,0.5,B,P55V,1,1,2,2,1,1,2,1,11
RDJ419,HMD-BASED,PRE,0.5,C,P55V,1,1,1,1,1,1,1,1,8
RDJ419,HMD-BASED,POST,4.5,A,V55P,4,3,3,3,4,4,4,3,28
RDJ419,HMD-BASED,POST,4.5,B,V55P,2,3,2,2,2,3,2,2,18
RDJ419,HMD-BASED,POST,4.5,C,V55P,2,3,4,3,3,3,3,3,24
REG896,HMD-BASED,PRE,0.5,A,T88J,1,1,1,1,1,1,1,1,8
REG896,HMD-BASED,PRE,0.5,B,T88J,1,2,3,3,2,1,2,1,15
REG896,HMD-BASED,PRE,0.5,C,T88J,1,1,1,1,1,1,1,1,8
REG896,HMD-BASED,POST,5,A,J88T,4,2,3,4,4,4,4,5,30
REG896,HMD-BASED,POST,5,B,J88T,5,4,4,4,4,5,4,5,35
REG896,HMD-BASED,POST,5,C,J88T,3,3,4,4,4,4,4,3,29
RGH677,TUTOR-LED,PRE,1,A,S84C,1,1,1,1,1,2,1,2,10
RGH677,TUTOR-LED,PRE,1,B,S84C,2,1,2,2,2,2,2,2,15
RGH677,TUTOR-LED,PRE,1,C,S84C,2,1,1,1,1,1,1,1,9
RGH677,TUTOR-LED,POST,5.5,A,C48S,4,4,4,4,4,4,4,4,32
RGH677,TUTOR-LED,POST,5.5,B,C48S,4,4,4,3,4,5,4,4,32
RGH677,TUTOR-LED,POST,5.5,C,C48S,3,3,3,3,3,3,3,3,24
RMQ914,TUTOR-LED,PRE,1.5,A,X56N,1,1,1,1,1,1,1,1,8
RMQ914,TUTOR-LED,PRE,1.5,B,X56N,2,3,3,2,3,2,2,2,19
RMQ914,TUTOR-LED,PRE,1.5,C,X56N,2,2,1,1,2,1,1,1,11
RMQ914,TUTOR-LED,POST,6.5,A,N65X,3,3,3,4,4,3,3,3,26
RMQ914,TUTOR-LED,POST,6.5,B,N65X,2,3,3,3,3,4,3,3,24
RMQ914,TUTOR-LED,POST,6.5,C,N65X,3,3,3,3,3,3,3,3,24
RUJ278,E-LEARNING,PRE,0.5,A,P94X,1,1,1,1,1,1,1,1,8
RUJ278,E-LEARNING,PRE,0.5,B,P94X,3,1,2,2,2,1,1,1,13
RUJ278,E-LEARNING,PRE,0.5,C,P94X,3,1,1,1,1,1,1,1,10
RUJ278,E-LEARNING,POST,4,A,X49P,5,3,4,4,4,4,4,4,32
RUJ278,E-LEARNING,POST,4,B,X49P,4,3,4,4,4,5,4,4,32
RUJ278,E-LEARNING,POST,4,C,X49P,3,3,3,3,2,3,3,3,23
RZP403,HMD-BASED,PRE,0.5,A,P20V,1,1,1,1,1,1,1,1,8
RZP403,HMD-BASED,PRE,0.5,B,P20V,3,1,2,2,1,1,2,1,13
RZP403,HMD-BASED,PRE,0.5,C,P20V,3,1,1,1,1,1,1,1,10
RZP403,HMD-BASED,POST,3.5,A,V02P,2,2,3,4,3,3,3,4,24
RZP403,HMD-BASED,POST,3.5,B,V02P,4,2,4,4,4,4,4,4,30
RZP403,HMD-BASED,POST,3.5,C,V02P,3,2,4,3,2,3,3,3,23
SLY786,E-LEARNING,PRE,1.5,A,W38P,1,1,1,1,1,1,1,1,8
SLY786,E-LEARNING,PRE,1.5,B,W38P,2,2,3,2,2,2,2,2,17
SLY786,E-LEARNING,PRE,1.5,C,W38P,2,2,1,1,2,1,1,1,11
SLY786,E-LEARNING,POST,3.5,A,P83W,3,3,3,3,3,3,3,4,25
SLY786,E-LEARNING,POST,3.5,B,P83W,3,3,4,3,3,4,4,3,27
SLY786,E-LEARNING,POST,3.5,C,P83W,3,3,3,3,2,3,3,3,23
SNV360,HMD-BASED,PRE,0.5,A,H50P,1,1,2,1,1,1,1,1,9
SNV360,HMD-BASED,PRE,0.5,B,H50P,1,3,3,2,2,1,2,1,15
SNV360,HMD-BASED,PRE,0.5,C,H50P,1,2,2,1,2,1,1,1,11
SNV360,HMD-BASED,POST,5,A,P05H,4,4,4,4,4,4,4,4,32
SNV360,HMD-BASED,POST,5,B,P05H,3,3,3,3,3,4,3,3,25
SNV360,HMD-BASED,POST,5,C,P05H,3,3,3,3,2,3,3,3,23
SOC178,TUTOR-LED,PRE,1.5,A,F66E,1,1,2,1,1,1,1,1,9
SOC178,TUTOR-LED,PRE,1.5,B,F66E,2,2,2,2,3,4,2,2,19
SOC178,TUTOR-LED,PRE,1.5,C,F66E,1,1,1,1,2,2,1,1,10
SOC178,TUTOR-LED,POST,6.5,A,E66F,3,4,4,4,3,4,3,4,29
SOC178,TUTOR-LED,POST,6.5,B,E66F,4,4,4,4,4,5,4,4,33
SOC178,TUTOR-LED,POST,6.5,C,E66F,3,3,3,3,4,4,4,4,28
SPA716,E-LEARNING,PRE,0.5,A,K32R,1,1,1,1,1,1,1,1,8
SPA716,E-LEARNING,PRE,0.5,B,K32R,1,1,1,1,2,1,1,1,9
SPA716,E-LEARNING,PRE,0.5,C,K32R,2,2,1,1,2,1,1,1,11
SPA716,E-LEARNING,POST,5,A,R23K,2,3,3,4,3,3,3,2,23
SPA716,E-LEARNING,POST,5,B,R23K,2,3,3,3,3,4,3,2,23
SPA716,E-LEARNING,POST,5,C,R23K,2,3,2,2,4,3,2,2,20
SRE530,TUTOR-LED,PRE,2.5,A,I58N,3,1,2,2,2,2,2,1,15
SRE530,TUTOR-LED,PRE,2.5,B,I58N,3,2,3,3,2,3,3,3,22
SRE530,TUTOR-LED,PRE,2.5,C,I58N,2,2,1,1,2,2,2,1,13
SRE530,TUTOR-LED,POST,7,A,N85I,4,4,5,4,4,5,4,4,34
SRE530,TUTOR-LED,POST,7,B,N85I,4,4,5,5,5,5,4,4,36
SRE530,TUTOR-LED,POST,7,C,N85I,3,4,3,4,4,4,4,4,30
SVZ143,E-LEARNING,PRE,1.5,A,H33Z,1,1,1,2,1,2,1,1,10
SVZ143,E-LEARNING,PRE,1.5,B,H33Z,3,2,3,3,2,3,2,2,20
SVZ143,E-LEARNING,PRE,1.5,C,H33Z,2,1,1,1,1,1,1,1,9
SVZ143,E-LEARNING,POST,3.5,A,Z33H,3,3,3,2,2,3,2,2,20
SVZ143,E-LEARNING,POST,3.5,B,Z33H,3,3,3,3,3,4,4,3,26
SVZ143,E-LEARNING,POST,3.5,C,Z33H,2,2,1,2,3,2,2,1,15
SXR106,TUTOR-LED,PRE,1,A,T62I,1,1,1,1,1,1,1,1,8
SXR106,TUTOR-LED,PRE,1,B,T62I,2,1,2,2,2,2,2,2,15
SXR106,TUTOR-LED,PRE,1,C,T62I,2,1,1,1,1,1,1,1,9
SXR106,TUTOR-LED,POST,2.5,A,I26T,4,3,3,3,3,3,3,3,25
SXR106,TUTOR-LED,POST,2.5,B,I26T,2,2,2,3,2,3,3,2,19
SXR106,TUTOR-LED,POST,2.5,C,I26T,3,2,2,1,2,2,2,1,15
SXR205,HMD-BASED,PRE,4.5,A,G32E,1,1,1,1,1,1,1,1,8
SXR205,HMD-BASED,PRE,4.5,B,G32E,2,3,2,3,2,3,2,1,18
SXR205,HMD-BASED,PRE,4.5,C,G32E,2,1,2,1,2,1,2,1,12
SXR205,HMD-BASED,POST,6,A,E23G,3,3,3,4,4,4,3,3,27
SXR205,HMD-BASED,POST,6,B,E23G,4,4,4,4,5,5,4,4,34
SXR205,HMD-BASED,POST,6,C,E23G,3,2,2,3,3,3,3,3,22
THI966,E-LEARNING,PRE,3.5,A,Z13N,4,2,4,2,3,3,3,3,24
THI966,E-LEARNING,PRE,3.5,B,Z13N,3,3,3,3,3,4,3,2,24
THI966,E-LEARNING,PRE,3.5,C,Z13N,3,3,3,2,3,3,3,3,23
THI966,E-LEARNING,POST,4,A,N31Z,5,3,5,4,4,4,4,5,34
THI966,E-LEARNING,POST,4,B,N31Z,5,4,4,4,3,4,4,5,33
THI966,E-LEARNING,POST,4,C,N31Z,3,2,2,3,2,3,2,3,20
TQO516,E-LEARNING,PRE,1.5,A,N68E,1,1,1,2,1,1,1,1,9
TQO516,E-LEARNING,PRE,1.5,B,N68E,3,2,3,3,2,3,1,2,19
TQO516,E-LEARNING,PRE,1.5,C,N68E,2,1,1,1,1,1,1,1,9
TQO516,E-LEARNING,POST,3.5,A,E86N,3,2,3,3,2,3,2,3,21
TQO516,E-LEARNING,POST,3.5,B,E86N,3,3,3,3,2,4,3,4,25
TQO516,E-LEARNING,POST,3.5,C,E86N,3,2,3,3,3,3,3,2,22
TRU930,E-LEARNING,PRE,1.5,A,B53D,1,1,1,2,1,2,1,2,11
TRU930,E-LEARNING,PRE,1.5,B,B53D,3,2,2,2,2,2,2,2,17
TRU930,E-LEARNING,PRE,1.5,C,B53D,2,1,1,1,1,1,1,1,9
TRU930,E-LEARNING,POST,3.5,A,D35B,2,2,2,2,2,2,2,2,16
TRU930,E-LEARNING,POST,3.5,B,D35B,3,3,3,3,3,3,3,3,24
TRU930,E-LEARNING,POST,3.5,C,D35B,2,1,1,2,1,2,2,2,13
TVA944,HMD-BASED,PRE,0.5,A,R37W,1,1,1,1,1,1,1,1,8
TVA944,HMD-BASED,PRE,0.5,B,R37W,1,2,2,1,2,1,2,1,12
TVA944,HMD-BASED,PRE,0.5,C,R37W,3,1,1,1,1,1,1,1,10
TVA944,HMD-BASED,POST,3.5,A,W73R,4,3,4,3,3,4,4,4,29
TVA944,HMD-BASED,POST,3.5,B,W73R,4,3,4,4,3,4,3,3,28
TVA944,HMD-BASED,POST,3.5,C,W73R,3,2,2,3,2,3,3,3,21
UMR662,HMD-BASED,PRE,1.5,A,Z45Y,1,1,1,2,1,1,1,1,9
UMR662,HMD-BASED,PRE,1.5,B,Z45Y,2,1,3,2,2,2,2,2,16
UMR662,HMD-BASED,PRE,1.5,C,Z45Y,1,1,1,1,1,1,1,1,8
UMR662,HMD-BASED,POST,4,A,Y54Z,2,2,3,2,3,3,2,2,19
UMR662,HMD-BASED,POST,4,B,Y54Z,4,4,4,4,3,4,4,5,32
UMR662,HMD-BASED,POST,4,C,Y54Z,2,2,2,3,2,3,2,2,18
USQ374,E-LEARNING,PRE,0.5,A,L13Q,1,1,1,1,1,1,1,1,8
USQ374,E-LEARNING,PRE,0.5,B,L13Q,3,2,2,2,2,1,1,1,14
USQ374,E-LEARNING,PRE,0.5,C,L13Q,2,1,1,1,1,1,1,1,9
USQ374,E-LEARNING,POST,5.5,A,Q31L,3,2,3,2,3,3,3,3,22
USQ374,E-LEARNING,POST,5.5,B,Q31L,4,3,4,4,3,4,3,4,29
USQ374,E-LEARNING,POST,5.5,C,Q31L,4,3,3,3,4,4,4,3,28
UXP143,E-LEARNING,PRE,0.5,A,N49S,1,1,1,1,1,1,1,1,8
UXP143,E-LEARNING,PRE,0.5,B,N49S,1,1,1,1,1,2,1,1,9
UXP143,E-LEARNING,PRE,0.5,C,N49S,1,1,1,1,1,1,1,1,8
UXP143,E-LEARNING,POST,3.5,A,S94N,4,3,4,4,4,4,4,4,31
UXP143,E-LEARNING,POST,3.5,B,S94N,3,2,4,4,3,4,3,4,27
UXP143,E-LEARNING,POST,3.5,C,S94N,3,3,3,4,2,4,3,4,26
VES319,TUTOR-LED,PRE,2.5,A,Q58C,3,2,3,3,2,2,2,2,19
VES319,TUTOR-LED,PRE,2.5,B,Q58C,2,1,2,2,2,4,2,2,17
VES319,TUTOR-LED,PRE,2.5,C,Q58C,2,1,2,3,2,3,2,3,18
VES319,TUTOR-LED,POST,4.5,A,C85Q,3,3,4,4,4,5,4,3,30
VES319,TUTOR-LED,POST,4.5,B,C85Q,5,3,5,5,4,5,5,4,36
VES319,TUTOR-LED,POST,4.5,C,C85Q,3,2,2,3,3,3,3,2,21
VGJ442,E-LEARNING,PRE,0.5,A,J83Z,1,1,2,1,1,1,1,1,9
VGJ442,E-LEARNING,PRE,0.5,B,J83Z,1,2,2,2,3,1,1,1,13
VGJ442,E-LEARNING,PRE,0.5,C,J83Z,3,3,2,1,3,1,1,1,15
VGJ442,E-LEARNING,POST,3.5,A,Z38J,4,3,4,3,3,4,3,3,27
VGJ442,E-LEARNING,POST,3.5,B,Z38J,3,3,3,3,2,3,3,3,23
VGJ442,E-LEARNING,POST,3.5,C,Z38J,3,2,2,3,2,3,3,3,21
VRZ888,TUTOR-LED,PRE,0.5,A,A80U,4,2,3,1,1,1,2,1,15
VRZ888,TUTOR-LED,PRE,0.5,B,A80U,4,2,3,3,2,1,2,2,19
VRZ888,TUTOR-LED,PRE,0.5,C,A80U,3,1,1,1,1,1,1,1,10
VRZ888,TUTOR-LED,POST,5.5,A,U08A,4,3,4,4,4,4,3,3,29
VRZ888,TUTOR-LED,POST,5.5,B,U08A,4,4,4,4,4,5,4,3,32
VRZ888,TUTOR-LED,POST,5.5,C,U08A,3,4,4,4,4,4,4,4,31
WCH203,HMD-BASED,PRE,0.5,A,Y13R,1,1,1,1,1,1,1,1,8
WCH203,HMD-BASED,PRE,0.5,B,Y13R,3,1,2,2,2,2,1,1,14
WCH203,HMD-BASED,PRE,0.5,C,Y13R,2,1,1,1,1,1,1,1,9
WCH203,HMD-BASED,POST,3,A,R31Y,3,2,2,3,2,3,3,3,21
WCH203,HMD-BASED,POST,3,B,R31Y,3,3,4,4,3,4,3,4,28
WCH203,HMD-BASED,POST,3,C,R31Y,2,2,3,3,3,3,3,3,22
WGD425,HMD-BASED,PRE,0.5,A,B88L,4,2,2,1,2,2,1,2,16
WGD425,HMD-BASED,PRE,0.5,B,B88L,3,2,3,2,2,2,2,4,20
WGD425,HMD-BASED,PRE,0.5,C,B88L,3,1,1,1,1,1,1,1,10
WGD425,HMD-BASED,POST,4,A,L88B,4,2,4,4,3,3,4,4,28
WGD425,HMD-BASED,POST,4,B,L88B,5,4,4,4,4,5,4,4,34
WGD425,HMD-BASED,POST,4,C,L88B,3,3,4,4,3,4,3,3,27
WLW718,TUTOR-LED,PRE,0.5,A,U79I,1,1,1,1,1,1,1,1,8
WLW718,TUTOR-LED,PRE,0.5,B,U79I,3,3,3,3,3,1,2,1,19
WLW718,TUTOR-LED,PRE,0.5,C,U79I,1,1,1,1,1,1,1,1,8
WLW718,TUTOR-LED,POST,5,A,I97U,4,3,4,4,3,4,4,5,31
WLW718,TUTOR-LED,POST,5,B,I97U,4,3,4,3,3,4,4,4,29
WLW718,TUTOR-LED,POST,5,C,I97U,4,4,5,4,4,5,4,4,34
WTP146,HMD-BASED,PRE,1.5,A,S42U,1,1,1,1,1,1,1,1,8
WTP146,HMD-BASED,PRE,1.5,B,S42U,2,2,2,2,2,1,2,1,14
WTP146,HMD-BASED,PRE,1.5,C,S42U,2,2,2,1,2,1,1,1,12
WTP146,HMD-BASED,POST,4.5,A,U24S,2,3,3,3,3,3,3,3,23
WTP146,HMD-BASED,POST,4.5,B,U24S,2,2,3,2,3,4,3,3,22
WTP146,HMD-BASED,POST,4.5,C,U24S,3,3,3,2,3,3,3,3,23
WUQ836,HMD-BASED,PRE,2.5,A,A92O,2,2,2,1,2,1,1,3,14
WUQ836,HMD-BASED,PRE,2.5,B,A92O,2,2,3,3,3,3,2,1,19
WUQ836,HMD-BASED,PRE,2.5,C,A92O,3,2,2,2,2,2,2,2,17
WUQ836,HMD-BASED,POST,6,A,O29A,4,3,4,3,4,4,4,5,31
WUQ836,HMD-BASED,POST,6,B,O29A,3,3,4,4,4,4,4,4,30
WUQ836,HMD-BASED,POST,6,C,O29A,4,5,4,4,5,4,5,4,35
XKT907,E-LEARNING,PRE,2.5,A,K43N,1,1,1,1,1,2,1,1,9
XKT907,E-LEARNING,PRE,2.5,B,K43N,1,2,3,2,2,3,2,1,16
XKT907,E-LEARNING,PRE,2.5,C,K43N,1,1,1,1,1,1,1,1,8
XKT907,E-LEARNING,POST,5,A,N34K,3,2,3,4,3,3,3,4,25
XKT907,E-LEARNING,POST,5,B,N34K,4,4,4,3,4,4,4,4,31
XKT907,E-LEARNING,POST,5,C,N34K,4,4,4,4,4,4,4,4,32
XPB506,TUTOR-LED,PRE,1.5,A,T90M,1,1,1,1,1,1,1,1,8
XPB506,TUTOR-LED,PRE,1.5,B,T90M,3,2,3,2,2,2,2,2,18
XPB506,TUTOR-LED,PRE,1.5,C,T90M,1,1,1,1,1,1,1,1,8
XPB506,TUTOR-LED,POST,7.5,A,M09T,4,4,4,4,4,4,4,4,32
XPB506,TUTOR-LED,POST,7.5,B,M09T,3,4,4,4,4,5,4,3,31
XPB506,TUTOR-LED,POST,7.5,C,M09T,3,4,4,4,4,4,4,4,31
XPN369,TUTOR-LED,PRE,0.5,A,X36T,1,1,1,1,1,1,1,1,8
XPN369,TUTOR-LED,PRE,0.5,B,X36T,3,1,3,2,1,1,2,1,14
XPN369,TUTOR-LED,PRE,0.5,C,X36T,2,1,1,1,1,1,1,1,9
XPN369,TUTOR-LED,POST,2,A,T63X,3,3,3,3,3,4,3,4,26
XPN369,TUTOR-LED,POST,2,B,T63X,4,2,5,4,3,5,4,4,31
XPN369,TUTOR-LED,POST,2,C,T63X,3,1,2,2,1,2,2,2,15
XPX238,HMD-BASED,PRE,0.5,A,P69J,1,1,1,1,1,1,1,1,8
XPX238,HMD-BASED,PRE,0.5,B,P69J,3,3,3,3,3,1,2,1,19
XPX238,HMD-BASED,PRE,0.5,C,P69J,3,3,3,1,3,1,1,1,16
XPX238,HMD-BASED,POST,6.5,A,J96P,4,3,4,4,4,5,4,4,32
XPX238,HMD-BASED,POST,6.5,B,J96P,3,4,4,4,4,4,4,3,30
XPX238,HMD-BASED,POST,6.5,C,J96P,3,3,3,2,3,3,3,3,23
XQW954,TUTOR-LED,PRE,0.5,A,X94Z,1,1,1,1,1,1,1,1,8
XQW954,TUTOR-LED,PRE,0.5,B,X94Z,2,2,2,2,2,1,1,1,13
XQW954,TUTOR-LED,PRE,0.5,C,X94Z,1,2,1,1,2,1,1,1,10
XQW954,TUTOR-LED,POST,3,A,Z49X,2,2,2,2,2,2,2,2,16
XQW954,TUTOR-LED,POST,3,B,Z49X,3,3,3,3,3,3,3,3,24
XQW954,TUTOR-LED,POST,3,C,Z49X,2,2,1,2,2,2,2,1,14
YMR506,TUTOR-LED,PRE,3.5,A,D12Y,3,2,3,2,3,3,3,2,21
YMR506,TUTOR-LED,PRE,3.5,B,D12Y,4,3,4,3,3,4,3,3,27
YMR506,TUTOR-LED,PRE,3.5,C,D12Y,2,2,2,3,2,3,3,2,19
YMR506,TUTOR-LED,POST,4,A,Y21D,3,3,4,3,4,4,3,4,28
YMR506,TUTOR-LED,POST,4,B,Y21D,1,3,4,4,3,4,4,4,27
YMR506,TUTOR-LED,POST,4,C,Y21D,1,2,2,3,2,3,2,2,17
YOD100,E-LEARNING,PRE,3.5,A,S16X,3,3,4,3,3,4,3,3,26
YOD100,E-LEARNING,PRE,3.5,B,S16X,1,3,2,2,3,3,3,2,19
YOD100,E-LEARNING,PRE,3.5,C,S16X,2,2,1,2,2,3,2,2,16
YOD100,E-LEARNING,POST,5,A,X61S,2,4,4,3,4,2,3,2,24
YOD100,E-LEARNING,POST,5,B,X61S,2,3,4,3,3,4,3,2,24
YOD100,E-LEARNING,POST,5,C,X61S,2,2,4,3,4,4,2,2,23
YPO377,HMD-BASED,PRE,4,A,S57O,3,3,3,4,3,3,3,2,24
YPO377,HMD-BASED,PRE,4,B,S57O,1,2,3,2,3,3,3,2,19
YPO377,HMD-BASED,PRE,4,C,S57O,2,3,3,3,3,3,3,3,23
YPO377,HMD-BASED,POST,3.5,A,O75S,3,3,4,3,4,4,3,4,28
YPO377,HMD-BASED,POST,3.5,B,O75S,2,3,4,3,2,4,3,4,25
YPO377,HMD-BASED,POST,3.5,C,O75S,3,2,3,3,2,3,3,3,22
YQJ156,HMD-BASED,PRE,0.5,A,B12G,1,1,1,1,1,1,1,1,8
YQJ156,HMD-BASED,PRE,0.5,B,B12G,2,1,1,1,1,1,1,1,9
YQJ156,HMD-BASED,PRE,0.5,C,B12G,2,1,1,1,1,1,1,1,9
YQJ156,HMD-BASED,POST,3.5,A,G21B,2,2,3,2,3,3,2,2,19
YQJ156,HMD-BASED,POST,3.5,B,G21B,2,3,3,3,2,3,3,3,22
YQJ156,HMD-BASED,POST,3.5,C,G21B,2,1,2,1,1,2,2,2,13
YXI970,E-LEARNING,PRE,0.5,A,O88A,1,1,1,1,1,1,1,1,8
YXI970,E-LEARNING,PRE,0.5,B,O88A,3,2,2,2,2,2,2,2,17
YXI970,E-LEARNING,PRE,0.5,C,O88A,2,1,1,1,1,1,1,1,9
YXI970,E-LEARNING,POST,4,A,A88O,2,3,2,2,3,4,3,2,21
YXI970,E-LEARNING,POST,4,B,A88O,3,2,2,2,2,3,2,2,18
YXI970,E-LEARNING,POST,4,C,A88O,2,2,2,2,1,2,2,1,14
ZKV622,HMD-BASED,PRE,5.5,A,E39Z,3,4,5,3,5,5,4,4,33
ZKV622,HMD-BASED,PRE,5.5,B,E39Z,1,3,4,2,3,4,3,1,21
ZKV622,HMD-BASED,PRE,5.5,C,E39Z,4,4,4,4,5,5,4,4,34
ZKV622,HMD-BASED,POST,5.5,A,Z93E,4,3,3,3,3,4,3,3,26
ZKV622,HMD-BASED,POST,5.5,B,Z93E,4,4,4,4,4,5,4,5,34
ZKV622,HMD-BASED,POST,5.5,C,Z93E,3,5,3,3,4,3,3,2,26
ZNO269,HMD-BASED,PRE,2.5,A,X85I,1,1,2,1,1,2,2,1,11
ZNO269,HMD-BASED,PRE,2.5,B,X85I,3,2,3,3,2,4,3,3,23
ZNO269,HMD-BASED,PRE,2.5,C,X85I,1,2,1,1,2,1,1,1,10
ZNO269,HMD-BASED,POST,5.5,A,I58X,3,3,3,3,3,4,3,4,26
ZNO269,HMD-BASED,POST,5.5,B,I58X,5,5,5,5,5,5,5,5,40
ZNO269,HMD-BASED,POST,5.5,C,I58X,4,4,3,5,4,5,4,5,34
ZUD231,E-LEARNING,PRE,2.5,A,K88F,3,1,2,1,1,2,1,2,13
ZUD231,E-LEARNING,PRE,2.5,B,K88F,4,2,2,2,3,3,3,3,22
